t_s,phase,nvme_mc,nvme_c,tj_mc,tj_c,cpu_c,gpu_c,fan_rpm,fan_pwm,cpu_mhz,vdd_in_mw,sect_read,sect_written,read_mbs,write_mbs,inflight,util_pct
244,04-idle-baseline,39850,39,58312,58,58,56,2058,75,1267,5684,3161467,78344842,0.00,0.00,0,0.0
245,04-idle-baseline,39850,39,58562,58,58,56,2056,75,1344,5643,3161467,78344842,0.00,0.00,0,0.0
246,04-idle-baseline,39850,39,58375,58,58,56,2061,75,1344,5643,3161467,78344954,0.00,0.06,0,0.0
247,04-idle-baseline,39850,39,58718,58,58,56,2060,75,1267,5929,3161467,78344962,0.00,0.00,0,0.0
248,04-idle-baseline,39850,39,58531,58,58,56,2060,75,1344,5684,3161467,78344962,0.00,0.00,0,0.0
249,04-idle-baseline,39850,39,58593,58,58,56,2060,75,1344,5643,3161467,78344970,0.00,0.00,0,0.0
250,04-idle-baseline,39850,39,58468,58,58,56,2062,75,1497,5684,3161467,78344970,0.00,0.00,0,0.0
251,04-idle-baseline,39850,39,58625,58,58,56,2062,75,1267,5684,3161467,78345954,0.00,0.50,0,0.4
252,04-idle-baseline,39850,39,57687,57,57,56,2059,75,1344,5071,3161467,78345954,0.00,0.00,0,0.0
254,04-idle-baseline,39850,39,57875,57,57,56,2061,75,1344,5030,3161467,78345954,0.00,0.00,0,0.0
255,04-idle-baseline,39850,39,57812,57,57,56,2060,75,1344,5030,3161467,78345962,0.00,0.00,0,0.0
256,04-idle-baseline,39850,39,57875,57,57,56,2061,75,1267,5030,3161467,78345962,0.00,0.00,0,0.0
257,04-idle-baseline,39850,39,57750,57,57,56,2061,75,1036,5071,3161467,78346090,0.00,0.07,0,0.0
258,04-idle-baseline,39850,39,57812,57,57,56,2060,75,1344,5030,3161467,78346090,0.00,0.00,0,0.0
259,04-idle-baseline,39850,39,57625,57,57,56,2061,75,1267,5030,3161467,78346106,0.00,0.01,0,0.0
260,04-idle-baseline,39850,39,57937,57,57,56,2059,75,1344,4989,3161467,78346114,0.00,0.00,0,0.0
261,04-idle-baseline,39850,39,57687,57,57,56,2061,75,1497,4989,3161467,78346114,0.00,0.00,0,0.0
262,04-idle-baseline,39850,39,57656,57,57,56,2059,75,1267,5030,3161467,78346258,0.00,0.07,0,0.0
263,04-idle-baseline,39850,39,57718,57,57,56,2061,75,729,5030,3161467,78346266,0.00,0.00,0,0.4
264,04-idle-baseline,39850,39,57593,57,57,56,2061,75,1497,4989,3161467,78346266,0.00,0.00,0,0.0
265,04-idle-baseline,39850,39,57750,57,57,56,2059,75,729,5030,3161467,78346274,0.00,0.00,0,0.0
266,04-idle-baseline,39850,39,57687,57,57,56,2061,75,729,5030,3161467,78346274,0.00,0.00,0,0.0
267,04-idle-baseline,39850,39,57656,57,57,56,2059,75,1267,4989,3161467,78346394,0.00,0.06,1,0.0
269,04-idle-baseline,39850,39,57687,57,57,56,2059,75,1344,5030,3161467,78346402,0.00,0.00,0,0.0
270,04-idle-baseline,39850,39,57656,57,58,56,2061,75,729,4989,3161467,78346402,0.00,0.00,0,0.0
271,04-idle-baseline,39850,39,57531,57,57,56,2059,75,1036,4989,3161467,78346410,0.00,0.00,0,0.0
272,04-idle-baseline,39850,39,57718,57,57,56,2060,75,1344,5030,3161467,78346410,0.00,0.00,0,0.0
273,04-idle-baseline,39850,39,57468,57,57,56,2060,75,1267,4989,3161467,78346522,0.00,0.06,0,0.0
274,04-idle-baseline,39850,39,57718,57,57,56,2061,75,1497,5030,3161467,78346522,0.00,0.00,0,0.0
275,04-idle-baseline,39850,39,57562,57,57,56,2060,75,729,5030,3161467,78346522,0.00,0.00,0,0.0
276,04-idle-baseline,39850,39,57718,57,57,56,2061,75,1497,5030,3161467,78346538,0.00,0.01,0,0.0
277,04-idle-baseline,39850,39,57593,57,57,56,2057,75,1267,5030,3161467,78346538,0.00,0.00,0,0.0
278,04-idle-baseline,39850,39,57625,57,57,56,2060,75,729,5030,3161467,78346666,0.00,0.07,1,0.4
279,04-idle-baseline,39850,39,57531,57,57,56,2060,75,1267,5030,3161467,78346682,0.00,0.01,0,0.0
280,04-idle-baseline,39850,39,57625,57,57,56,2060,75,729,5030,3161467,78346682,0.00,0.00,0,0.0
281,04-idle-baseline,39850,39,57593,57,57,56,2060,75,1344,4989,3161467,78346690,0.00,0.00,0,0.0
282,04-idle-baseline,39850,39,57625,57,57,56,2059,75,729,4989,3161467,78346690,0.00,0.00,0,0.0
284,04-idle-baseline,39850,39,57656,57,57,56,2058,75,1036,4989,3161467,78346818,0.00,0.07,0,0.0
285,04-idle-baseline,39850,39,57562,57,57,56,2058,75,1267,5030,3161467,78346826,0.00,0.00,0,0.0
286,04-idle-baseline,39850,39,57531,57,57,56,2059,75,1344,4989,3161467,78346826,0.00,0.00,0,0.0
287,04-idle-baseline,39850,39,57562,57,57,56,2058,75,1267,5030,3161467,78346834,0.00,0.00,0,0.0
288,04-idle-baseline,39850,39,57468,57,57,56,2059,75,1267,5030,3161467,78346834,0.00,0.00,0,0.0
289,04-idle-baseline,39850,39,57562,57,57,56,2059,75,960,5030,3161467,78347026,0.00,0.10,0,0.4
290,04-idle-baseline,39850,39,57562,57,57,56,2059,75,1344,5030,3161467,78347034,0.00,0.00,0,0.0
291,04-idle-baseline,39850,39,57437,57,57,56,2059,75,1267,5030,3161467,78347034,0.00,0.00,0,0.0
292,04-idle-baseline,39850,39,57625,57,57,56,2059,75,1497,5030,3161467,78347042,0.00,0.00,0,0.0
293,04-idle-baseline,39850,39,57468,57,57,56,2059,75,1267,4989,3161467,78347042,0.00,0.00,0,0.0
294,04-idle-baseline,39850,39,57468,57,57,56,2062,75,1267,4989,3161467,78347130,0.00,0.05,0,0.0
295,04-idle-baseline,39850,39,57750,57,57,56,2056,75,729,4989,3161467,78347138,0.00,0.00,0,0.4
296,04-idle-baseline,39850,39,57406,57,57,56,2061,75,1344,4989,3161467,78347138,0.00,0.00,0,0.0
297,04-idle-baseline,39850,39,57375,57,57,56,2062,75,1267,5030,3161467,78347146,0.00,0.00,0,0.0
298,04-idle-baseline,39850,39,57437,57,57,56,2061,75,1344,4989,3161467,78347146,0.00,0.00,0,0.0
300,04-idle-baseline,39850,39,57625,57,57,56,2061,75,1344,5030,3161467,78347258,0.00,0.06,0,0.0
301,04-idle-baseline,39850,39,57437,57,57,56,2061,75,1267,5030,3161467,78347266,0.00,0.00,0,0.4
302,04-idle-baseline,39850,39,57531,57,57,56,2060,75,1267,4989,3161467,78347266,0.00,0.00,0,0.0
303,04-idle-baseline,39850,39,57437,57,57,56,2062,75,1267,4989,3161467,78347274,0.00,0.00,0,0.0
304,04-idle-baseline,39850,39,57687,57,57,56,2061,75,729,4989,3161467,78347274,0.00,0.00,0,0.0
305,04-idle-baseline,39850,39,57343,57,57,56,2060,75,1267,4989,3161467,78347386,0.00,0.06,0,0.0
306,04-idle-baseline,39850,39,57312,57,57,56,2061,75,1497,4989,3161467,78347394,0.00,0.00,0,0.4
307,04-idle-baseline,39850,39,57437,57,57,56,2064,75,1344,5030,3161467,78347394,0.00,0.00,0,0.0
308,04-idle-baseline,39850,39,57468,57,57,56,2061,75,1267,4989,3161467,78347402,0.00,0.00,0,0.0
309,04-idle-baseline,39850,39,57468,57,57,56,2061,75,1267,5030,3161467,78347402,0.00,0.00,0,0.0
310,04-idle-baseline,39850,39,57500,57,57,56,2059,75,729,4989,3161467,78347530,0.00,0.07,0,0.4
311,04-idle-baseline,39850,39,57437,57,57,56,2060,75,960,5030,3161467,78347530,0.00,0.00,0,0.0
312,04-idle-baseline,39850,39,57656,57,57,56,2059,75,1267,5030,3161467,78347530,0.00,0.00,0,0.0
313,04-idle-baseline,39850,39,57406,57,57,56,2061,75,729,4989,3161467,78347538,0.00,0.00,0,0.0
315,04-idle-baseline,39850,39,57406,57,57,56,2062,75,1267,5030,3161467,78347538,0.00,0.00,0,0.0
316,04-idle-baseline,39850,39,57812,57,57,56,2061,75,1344,5152,3161467,78347650,0.00,0.06,0,0.0
317,04-idle-baseline,39850,39,57937,57,57,56,2058,75,1497,5602,3161467,78347658,0.00,0.00,0,0.0
318,04-idle-baseline,39850,39,58156,58,58,56,2059,75,1267,5643,3161467,78347658,0.00,0.00,0,0.0
319,04-idle-baseline,39850,39,58156,58,58,56,2058,75,1497,5643,3161467,78347674,0.00,0.01,0,0.0
320,04-idle-baseline,39850,39,58156,58,58,56,2059,75,1344,5643,3161467,78347674,0.00,0.00,0,0.0
321,04-idle-baseline,39850,39,58093,58,58,56,2061,75,1344,5684,3161467,78347786,0.00,0.06,0,0.0
322,04-idle-baseline,39850,39,58250,58,58,56,2059,75,1420,5684,3161467,78347794,0.00,0.00,0,0.4
323,04-idle-baseline,39850,39,58281,58,58,56,2062,75,1267,5643,3161467,78347794,0.00,0.00,0,0.0
324,04-idle-baseline,39850,39,58000,58,58,56,2061,75,1267,5643,3161467,78347794,0.00,0.00,0,0.0
325,04-idle-baseline,39850,39,58062,58,58,56,2060,75,1497,5684,3161467,78347802,0.00,0.00,0,0.0
326,04-idle-baseline,39850,39,58218,58,58,56,2061,75,1267,5684,3161467,78347938,0.00,0.07,0,0.0
327,04-idle-baseline,39850,39,58187,58,58,56,2061,75,1344,5684,3161467,78347946,0.00,0.00,0,0.4
328,04-idle-baseline,39850,39,58125,58,58,56,2060,75,1267,5684,3161467,78347946,0.00,0.00,0,0.0
329,04-idle-baseline,39850,39,58156,58,58,56,2063,75,1267,5643,3161467,78347954,0.00,0.00,0,0.0
330,04-idle-baseline,39850,39,58250,58,58,56,2061,75,1267,5684,3161467,78347954,0.00,0.00,0,0.0
331,04-idle-baseline,39850,39,58312,58,58,56,2061,75,1267,5684,3161467,78348162,0.00,0.11,0,0.4
332,04-idle-baseline,39850,39,58031,58,58,56,2061,75,1267,5643,3161467,78348162,0.00,0.00,0,0.0
334,04-idle-baseline,39850,39,58156,58,58,56,2060,75,1267,5643,3161467,78348162,0.00,0.00,0,0.0
335,04-idle-baseline,39850,39,58250,58,58,56,2061,75,1497,5684,3161467,78348170,0.00,0.00,0,0.0
336,04-idle-baseline,39850,39,58093,58,58,56,2058,75,1497,5643,3161467,78348170,0.00,0.00,0,0.0
337,04-idle-baseline,39850,39,58375,58,58,56,2061,75,1267,5684,3161467,78348274,0.00,0.05,0,0.0
338,04-idle-baseline,39850,39,58218,58,58,56,2058,75,1344,5684,3161467,78348274,0.00,0.00,0,0.0
339,04-idle-baseline,39850,39,58281,58,58,56,2060,75,1344,5684,3161467,78348274,0.00,0.00,0,0.0
340,04-idle-baseline,39850,39,58187,58,58,56,2058,75,1344,5684,3161467,78348282,0.00,0.00,0,0.0
341,04-idle-baseline,39850,39,58406,58,58,56,2060,75,1344,5684,3161467,78348282,0.00,0.00,0,0.0
342,04-idle-baseline,39850,39,58281,58,58,56,2060,75,1497,5684,3161467,78348394,0.00,0.06,0,0.4
343,04-idle-baseline,39850,39,58187,58,58,56,2060,75,1497,5684,3161467,78348402,0.00,0.00,0,0.0
344,04-idle-baseline,39850,39,58406,58,58,56,2061,75,1497,5684,3161467,78348402,0.00,0.00,0,0.0
345,04-idle-baseline,39850,39,58187,58,58,56,2060,75,1344,5684,3161467,78348410,0.00,0.00,0,0.0
346,04-idle-baseline,39850,39,58187,58,58,56,2057,75,1497,5684,3161467,78348410,0.00,0.00,0,0.0
347,04-idle-baseline,39850,39,58468,58,58,56,2058,75,1497,6175,3161467,78348970,0.00,0.29,0,0.4
348,04-idle-baseline,39850,39,58343,58,58,56,2058,75,1267,5725,3161467,78348970,0.00,0.00,0,0.0
349,04-idle-baseline,39850,39,58218,58,58,56,2060,75,1344,5684,3161467,78348970,0.00,0.00,0,0.0
350,04-idle-baseline,39850,39,58500,58,58,56,2058,75,1267,5643,3161467,78348978,0.00,0.00,0,0.0
351,04-idle-baseline,39850,39,58281,58,58,56,2062,75,1344,5643,3161467,78348978,0.00,0.00,0,0.0
353,04-idle-baseline,39850,39,58281,58,58,56,2058,75,1344,5643,3161467,78349506,0.00,0.27,0,0.0
354,04-idle-baseline,39850,39,58406,58,58,56,2058,75,1267,5643,3161467,78349514,0.00,0.00,0,0.0
355,04-idle-baseline,39850,39,58218,58,58,56,2058,75,1267,5643,3161467,78349514,0.00,0.00,0,0.0
356,04-idle-baseline,39850,39,58187,58,58,56,2059,75,1344,5643,3161467,78349522,0.00,0.00,0,0.0
357,04-idle-baseline,39850,39,58406,58,58,56,2059,75,1497,5684,3161467,78349522,0.00,0.00,0,0.0
358,04-idle-baseline,39850,39,58343,58,58,56,2058,75,1267,5684,3161467,78350034,0.00,0.26,0,0.0
359,04-idle-baseline,39850,39,58500,58,58,56,2058,75,1267,5684,3161467,78350050,0.00,0.01,0,0.0
360,04-idle-baseline,39850,39,58312,58,58,56,2061,75,1344,5684,3161467,78350050,0.00,0.00,0,0.0
361,04-idle-baseline,39850,39,58281,58,58,56,2059,75,1497,5684,3161467,78350058,0.00,0.00,0,0.0
362,04-idle-baseline,39850,39,58343,58,58,56,2061,75,1267,5684,3161467,78350058,0.00,0.00,0,0.0
363,04-idle-baseline,39850,39,58343,58,58,56,2060,75,1344,5684,3161467,78350194,0.00,0.07,0,0.4
364,04-idle-baseline,39850,39,58343,58,58,56,2061,75,1344,5643,3161467,78350194,0.00,0.00,0,0.0
365,04-idle-baseline,39850,39,58343,58,58,56,2063,75,1344,5684,3161467,78350194,0.00,0.00,0,0.0
366,04-idle-baseline,39850,39,58468,58,58,56,2061,75,1267,5643,3161467,78350210,0.00,0.01,0,0.0
367,04-idle-baseline,39850,39,58375,58,58,56,2060,75,1267,5643,3161467,78350210,0.00,0.00,0,0.0
368,04-idle-baseline,39850,39,58593,58,58,56,2060,75,1344,5643,3161467,78350362,0.00,0.08,0,0.0
369,04-idle-baseline,39850,39,58343,58,58,56,2062,75,1267,5643,3161467,78350362,0.00,0.00,0,0.0
370,04-idle-baseline,39850,39,58437,58,58,56,2063,75,1267,5684,3161467,78350362,0.00,0.00,0,0.0
372,04-idle-baseline,39850,39,58375,58,58,56,2062,75,1267,5643,3161467,78350370,0.00,0.00,0,0.0
373,04-idle-baseline,39850,39,57656,57,57,56,2062,75,1344,5071,3161467,78350370,0.00,0.00,0,0.0
374,04-idle-baseline,39850,39,57875,57,57,56,2062,75,1190,5030,3161467,78350498,0.00,0.07,0,0.0
375,04-idle-baseline,39850,39,57750,57,57,56,2061,75,1497,5030,3161467,78350506,0.00,0.00,0,0.4
376,04-idle-baseline,39850,39,57625,57,57,56,2061,75,1344,5030,3161467,78350506,0.00,0.00,0,0.0
377,04-idle-baseline,39850,39,57718,57,57,56,2060,75,1267,5030,3161467,78350514,0.00,0.00,0,0.0
378,04-idle-baseline,39850,39,57687,57,57,56,2061,75,1420,4989,3161467,78350514,0.00,0.00,0,0.0
379,04-idle-baseline,39850,39,57687,57,57,56,2061,75,729,5030,3161467,78350658,0.00,0.07,0,0.4
380,04-idle-baseline,39850,39,57687,57,57,56,2063,75,1344,4989,3161467,78350658,0.00,0.00,0,0.0
381,04-idle-baseline,39850,39,57781,57,57,56,2062,75,1267,5030,3161467,78350658,0.00,0.00,0,0.0
382,04-idle-baseline,39850,39,57781,57,57,56,2061,75,1344,5030,3161467,78350666,0.00,0.00,0,0.0
383,04-idle-baseline,39850,39,57687,57,57,56,2061,75,1497,4989,3161467,78350666,0.00,0.00,0,0.0
384,04-idle-baseline,39850,39,57593,57,57,56,2057,75,1344,5030,3161467,78350786,0.00,0.06,0,0.0
385,04-idle-baseline,39850,39,57687,57,57,56,2061,75,1267,5030,3161467,78350794,0.00,0.00,0,0.4
387,04-idle-baseline,39850,39,57531,57,57,56,2062,75,729,5030,3161467,78350794,0.00,0.00,0,0.0
388,04-idle-baseline,39850,39,57625,57,57,56,2062,75,1344,5030,3161467,78350802,0.00,0.00,0,0.0
389,04-idle-baseline,39850,39,57593,57,57,56,2061,75,1344,5030,3161467,78350802,0.00,0.00,0,0.0
390,04-idle-baseline,39850,39,57750,57,57,56,2062,75,1344,5030,3161467,78351002,0.00,0.10,0,0.4
391,04-idle-baseline,39850,39,57531,57,57,56,2060,75,960,5030,3161467,78351002,0.00,0.00,0,0.0
392,04-idle-baseline,39850,39,57656,57,57,56,2061,75,1267,5030,3161467,78351002,0.00,0.00,0,0.0
393,04-idle-baseline,39850,39,57406,57,57,56,2061,75,1267,5030,3161467,78351010,0.00,0.00,0,0.0
394,04-idle-baseline,39850,39,57562,57,57,56,2060,75,1267,4989,3161467,78351010,0.00,0.00,0,0.0
395,04-idle-baseline,39850,39,57531,57,57,56,2062,75,1497,5030,3161467,78351122,0.00,0.06,0,0.4
396,04-idle-baseline,39850,39,57593,57,57,56,2062,75,1497,4989,3161467,78351122,0.00,0.00,0,0.0
397,04-idle-baseline,39850,39,57468,57,57,56,2062,75,1344,4989,3161467,78351122,0.00,0.00,0,0.0
398,04-idle-baseline,39850,39,57625,57,57,56,2062,75,729,5030,3161467,78351130,0.00,0.00,0,0.0
399,04-idle-baseline,39850,39,57406,57,57,56,2061,75,729,5030,3161467,78351130,0.00,0.00,0,0.0
400,04-idle-baseline,39850,39,57625,57,57,56,2058,75,1344,5030,3161467,78351250,0.00,0.06,0,0.4
401,04-idle-baseline,39850,39,57750,57,57,56,2061,75,1267,4989,3161467,78351250,0.00,0.00,0,0.0
403,04-idle-baseline,39850,39,57500,57,57,56,2061,75,960,5030,3161467,78351250,0.00,0.00,0,0.0
404,04-idle-baseline,39850,39,57281,57,57,56,2061,75,1267,5030,3161467,78351258,0.00,0.00,0,0.0
405,04-idle-baseline,39850,39,57500,57,57,56,2061,75,960,5030,3161467,78351258,0.00,0.00,0,0.0
406,04-idle-baseline,39850,39,57468,57,57,56,2061,75,729,4989,3161467,78351378,0.00,0.06,0,0.0
407,04-idle-baseline,39850,39,57500,57,57,56,2060,75,1267,5030,3161467,78351378,0.00,0.00,0,0.0
408,04-idle-baseline,39850,39,57656,57,57,56,2060,75,729,4989,3161467,78351378,0.00,0.00,0,0.0
409,04-idle-baseline,39850,39,57406,57,57,56,2060,75,729,4989,3161467,78351394,0.00,0.01,0,0.0
410,04-idle-baseline,39850,39,57687,57,57,56,2061,75,729,5030,3161467,78351394,0.00,0.00,0,0.0
411,04-idle-baseline,39850,39,57468,57,57,56,2061,75,1497,5030,3161467,78351514,0.00,0.06,0,0.4
412,04-idle-baseline,39850,39,57343,57,57,56,2063,75,729,4989,3161467,78351514,0.00,0.00,0,0.0
413,04-idle-baseline,39850,39,57531,57,57,56,2064,75,1267,4989,3161467,78351514,0.00,0.00,0,0.0
414,04-idle-baseline,39850,39,57406,57,57,56,2061,75,960,5030,3161467,78351522,0.00,0.00,0,0.0
415,04-idle-baseline,39850,39,57500,57,57,56,2061,75,729,4989,3161467,78351522,0.00,0.00,0,0.0
416,04-idle-baseline,39850,39,57312,57,57,56,2064,75,1267,4989,3161467,78351634,0.00,0.06,0,0.0
418,04-idle-baseline,39850,39,57625,57,57,56,2064,75,1344,5030,3161467,78351642,0.00,0.00,0,0.0
419,04-idle-baseline,39850,39,57375,57,57,56,2062,75,960,5030,3161467,78351642,0.00,0.00,0,0.0
420,04-idle-baseline,39850,39,57281,57,57,56,2061,75,1267,4989,3161467,78351650,0.00,0.00,0,0.0
421,04-idle-baseline,39850,39,57406,57,57,56,2061,75,729,4989,3161467,78351650,0.00,0.00,0,0.0
422,04-idle-baseline,39850,39,57343,57,57,56,2061,75,1267,4989,3161467,78351770,0.00,0.06,0,0.0
423,04-idle-baseline,39850,39,57437,57,57,56,2061,75,1344,4989,3161467,78351770,0.00,0.00,0,0.0
424,04-idle-baseline,39850,39,57312,57,57,55,2058,75,1497,4989,3161467,78351770,0.00,0.00,0,0.0
425,04-idle-baseline,39850,39,57562,57,57,56,2061,75,1344,4989,3161467,78351778,0.00,0.00,0,0.0
426,04-idle-baseline,39850,39,57343,57,57,56,2062,75,729,4989,3161467,78351778,0.00,0.00,0,0.0
427,04-idle-baseline,39850,39,57218,57,57,56,2062,75,1267,4989,3161467,78351890,0.00,0.06,0,0.0
428,04-idle-baseline,39850,39,57375,57,57,56,2064,75,729,5030,3161467,78351898,0.00,0.00,0,0.4
429,04-idle-baseline,39850,39,57250,57,57,55,2061,75,729,5030,3161467,78351898,0.00,0.00,0,0.0
430,04-idle-baseline,39850,39,57281,57,57,56,2061,75,1267,4989,3161467,78351922,0.00,0.01,0,0.0
431,04-idle-baseline,39850,39,57218,57,57,56,2061,75,1344,4989,3161467,78351922,0.00,0.00,0,0.0
432,04-idle-baseline,39850,39,57437,57,57,56,2060,75,1267,5030,3161467,78352050,0.00,0.07,1,0.0
434,04-idle-baseline,39850,39,57468,57,57,55,2061,75,729,4989,3161467,78352058,0.00,0.00,0,0.0
435,04-idle-baseline,39850,39,57312,57,57,55,2059,75,1344,5030,3161467,78352058,0.00,0.00,0,0.0
436,04-idle-baseline,39850,39,57843,57,57,55,2059,75,1267,5234,3161467,78352066,0.00,0.00,0,0.0
437,04-idle-baseline,39850,39,57906,57,58,56,2058,75,1344,5602,3161467,78352066,0.00,0.00,0,0.0
438,04-idle-baseline,39850,39,58156,58,57,56,2060,75,1344,5643,3161467,78352210,0.00,0.07,0,0.4
439,04-idle-baseline,39850,39,57937,57,58,56,2061,75,1344,5643,3161467,78352210,0.00,0.00,0,0.0
440,04-idle-baseline,39850,39,58218,58,58,56,2060,75,1497,5684,3161467,78352210,0.00,0.00,0,0.0
441,04-idle-baseline,39850,39,58093,58,58,56,2062,75,1344,5643,3161467,78352218,0.00,0.00,0,0.0
442,04-idle-baseline,39850,39,57937,57,58,56,2061,75,1267,5643,3161467,78352218,0.00,0.00,0,0.0
443,04-idle-baseline,39850,39,58156,58,58,56,2059,75,1267,5643,3161467,78352314,0.00,0.05,0,0.0
444,04-idle-baseline,39850,39,58000,58,58,56,2058,75,1267,5684,3161467,78352322,0.00,0.00,0,0.4
445,04-idle-baseline,39850,39,58031,58,58,56,2062,75,1344,5684,3161467,78352322,0.00,0.00,0,0.0
446,04-idle-baseline,39850,39,58187,58,58,56,2062,75,1267,5684,3161467,78352330,0.00,0.00,0,0.0
447,04-idle-baseline,39850,39,58093,58,58,56,2060,75,1344,5684,3161467,78352330,0.00,0.00,0,0.0
448,04-idle-baseline,39850,39,58156,58,58,56,2062,75,1344,5970,3161467,78352738,0.00,0.21,0,0.4
449,04-idle-baseline,39850,39,58093,58,58,56,2062,75,1267,5684,3161467,78352738,0.00,0.00,0,0.0
450,04-idle-baseline,39850,39,58031,58,58,56,2062,75,1344,5643,3161467,78352738,0.00,0.00,0,0.0
452,04-idle-baseline,39850,39,58187,58,58,56,2062,75,1497,5643,3161467,78352746,0.00,0.00,0,0.0
453,04-idle-baseline,39850,39,58093,58,58,56,2062,75,1267,5684,3161467,78353282,0.00,0.27,0,0.4
454,04-idle-baseline,39850,39,58406,58,58,56,2062,75,1497,5643,3161467,78353282,0.00,0.00,0,0.0
455,04-idle-baseline,39850,39,58125,58,58,56,2058,75,1267,5643,3161467,78353282,0.00,0.00,0,0.0
456,04-idle-baseline,39850,39,58281,58,58,56,2059,75,1420,5684,3161467,78353282,0.00,0.00,0,0.0
457,04-idle-baseline,39850,39,58062,58,58,56,2061,75,1267,5684,3161467,78353298,0.00,0.01,0,0.0
458,04-idle-baseline,39850,39,58500,58,58,56,2062,75,1267,5684,3161467,78353962,0.00,0.34,0,0.4
459,04-idle-baseline,39850,39,58218,58,58,56,2062,75,1267,5684,3161467,78353962,0.00,0.00,0,0.0
460,04-idle-baseline,39850,39,58093,58,58,56,2061,75,1267,5684,3161467,78353962,0.00,0.00,0,0.0
461,04-idle-baseline,39850,39,58343,58,58,56,2060,75,1497,5684,3161467,78353970,0.00,0.00,0,0.0
462,04-idle-baseline,39850,39,58156,58,58,56,2062,75,1267,5684,3161467,78353978,0.00,0.00,0,0.0
463,04-idle-baseline,39850,39,58156,58,58,56,2061,75,1267,5684,3161467,78354082,0.00,0.05,1,0.0
464,04-idle-baseline,39850,39,58218,58,58,56,2059,75,1344,5684,3161467,78354090,0.00,0.00,0,0.4
465,04-idle-baseline,39850,39,58187,58,58,56,2064,75,1344,5684,3161467,78354090,0.00,0.00,0,0.0
466,04-idle-baseline,39850,39,58468,58,58,56,2061,75,1267,5684,3161467,78354090,0.00,0.00,0,0.0
467,04-idle-baseline,39850,39,58281,58,58,56,2061,75,1344,5684,3161467,78354098,0.00,0.00,0,0.0
468,04-idle-baseline,39850,39,58218,58,58,56,2061,75,1420,5684,3161467,78354202,0.00,0.05,0,0.0
469,04-idle-baseline,39850,39,58250,58,58,56,2061,75,1420,5684,3161467,78354210,0.00,0.00,0,0.4
471,04-idle-baseline,39850,39,58468,58,58,56,2060,75,1344,5643,3161467,78354210,0.00,0.00,0,0.0
472,04-idle-baseline,39850,39,58312,58,58,56,2059,75,1344,5643,3161467,78354210,0.00,0.00,0,0.0
473,04-idle-baseline,39850,39,58250,58,58,56,2060,75,1267,5643,3161467,78354218,0.00,0.00,0,0.0
474,04-idle-baseline,39850,39,58343,58,58,56,2061,75,1497,5684,3161467,78354322,0.00,0.05,0,0.0
475,04-idle-baseline,39850,39,58187,58,58,56,2057,75,1344,5643,3161467,78354322,0.00,0.00,0,0.0
476,04-idle-baseline,39850,39,58500,58,58,56,2061,75,1344,5684,3161467,78354322,0.00,0.00,0,0.0
477,04-idle-baseline,39850,39,58187,58,58,56,2058,75,1344,5684,3161467,78354322,0.00,0.00,0,0.0
478,04-idle-baseline,39850,39,58187,58,58,56,2061,75,1497,6052,3161467,78354330,0.00,0.00,0,0.0
479,04-idle-baseline,39850,39,58468,58,58,56,2057,75,1497,6492,3161467,78354930,0.00,0.31,0,0.0
480,04-idle-baseline,39850,39,58187,58,58,56,2060,75,1497,5889,3161467,78354930,0.00,0.00,0,0.0
481,04-idle-baseline,39850,39,58031,58,58,56,2061,75,1497,5684,3161467,78354930,0.00,0.00,0,0.0
482,04-idle-baseline,39850,39,57906,57,57,56,2058,75,1497,5643,3161467,78354938,0.00,0.00,0,0.0
483,04-idle-baseline,39850,39,58093,58,58,56,2061,75,1497,5766,3161467,78575562,0.00,112.96,0,12.0
484,04-idle-baseline,39850,39,58343,58,58,56,2063,75,1267,5684,3161467,78576234,0.00,0.34,0,0.0
485,04-idle-baseline,39850,39,58593,58,58,56,2063,75,1497,5684,3161467,78576850,0.00,0.32,0,0.4
486,04-idle-baseline,39850,39,58343,58,58,56,2061,75,1344,5684,3161467,78576850,0.00,0.00,0,0.0
487,04-idle-baseline,39850,39,58343,58,58,56,2063,75,1267,5684,3161467,78576850,0.00,0.00,0,0.0
488,04-idle-baseline,39850,39,58531,58,58,56,2060,75,1497,5684,3161467,78576858,0.00,0.00,0,0.0
490,04-idle-baseline,39850,39,58437,58,58,56,2058,75,1267,5643,3161467,78576946,0.00,0.05,0,0.0
491,04-idle-baseline,39850,39,58281,58,58,56,2060,75,1344,5684,3161467,78576954,0.00,0.00,0,0.0
492,04-idle-baseline,39850,39,58031,58,58,56,2063,75,1344,5520,3161467,78576954,0.00,0.00,0,0.0
493,04-idle-baseline,39850,39,57687,57,57,56,2061,75,729,5071,3161467,78576954,0.00,0.00,0,0.0
494,04-idle-baseline,39850,39,57656,57,57,56,2063,75,1036,5030,3161467,78576962,0.00,0.00,0,0.0
495,04-idle-baseline,39850,39,57906,57,57,56,2061,75,1267,5030,3161467,78577058,0.00,0.05,0,0.0
496,04-idle-baseline,39850,39,57687,57,57,56,2061,75,1267,4989,3161467,78577066,0.00,0.00,0,0.0
497,04-idle-baseline,39850,39,57718,57,57,56,2061,75,729,4989,3161467,78577066,0.00,0.00,0,0.0
498,04-idle-baseline,39850,39,57687,57,57,56,2063,75,960,5030,3161467,78577066,0.00,0.00,0,0.0
