t_s,cumulative_gib,write_mbs
1146.5,306.805,137.5
1147.5,306.931,135.1
1148.5,307.060,138.4
1149.5,307.184,133.2
1150.5,307.324,150.2
1151.5,307.812,523.9
1152.5,308.316,540.1
1153.5,308.559,261.2
1154.5,308.701,151.8
1155.5,308.832,141.2
1156.5,308.963,140.4
1157.5,309.086,132.1
1158.5,309.220,143.3
1159.5,309.348,137.6
1160.5,309.483,145.4
1161.5,309.812,352.6
1162.5,310.334,559.8
1163.5,310.684,375.7
1164.5,310.886,217.4
1165.5,311.016,139.3
1166.5,311.144,137.5
1167.5,311.273,137.8
1168.5,311.401,137.6
1169.5,311.531,139.9
1170.5,311.658,135.7
1171.5,311.792,143.7
1172.5,312.300,545.0
1173.5,312.802,538.8
1174.5,313.049,265.6
1175.5,313.188,148.9
1176.5,313.314,134.5
1177.5,313.442,137.8
1178.5,313.570,137.8
1179.5,313.699,137.6
1180.5,313.827,137.6
1181.5,313.955,137.5
1182.5,314.258,325.3
1183.5,314.797,578.6
1184.5,315.168,398.1
1185.5,315.377,224.1
1186.5,315.506,138.7
1187.5,315.635,137.8
1188.5,315.764,139.2
1189.5,315.891,136.2
1190.5,316.020,137.8
1191.5,316.148,137.5
1192.5,316.305,169.1
1193.5,316.852,586.7
1194.5,317.320,501.7
1195.5,317.557,255.2
1196.5,317.687,139.6
1197.5,317.816,137.6
1198.5,317.950,143.9
1199.5,318.078,137.8
1200.5,318.208,139.1
1201.5,318.336,137.5
1202.5,318.478,152.3
1203.5,318.897,449.4
1204.5,319.394,534.1
1205.5,319.688,315.1
1206.5,319.868,193.9
1207.5,320.002,143.9
1208.5,320.132,139.3
1209.6,320.253,129.9
1210.6,320.381,137.6
1211.6,320.511,139.6
1212.6,320.637,135.1
1213.6,320.864,243.3
1214.6,321.351,522.7
1215.6,321.787,467.8
1216.6,322.029,259.8
1217.6,322.166,146.8
1218.6,322.294,137.8
1219.6,322.423,137.6
1220.6,322.539,125.2
1221.6,322.667,137.6
1222.6,322.801,143.8
1223.6,322.930,137.8
1224.6,323.253,347.3
1225.6,323.766,549.8
1226.6,324.119,379.6
1227.6,324.318,212.9
1228.6,324.446,137.6
1229.6,324.580,143.9
1230.6,324.703,131.5
1231.6,324.831,137.6
1232.6,324.959,137.6
1233.6,325.081,130.8
1234.6,325.219,148.5
1235.6,325.716,533.2
1236.6,326.235,556.4
1237.6,326.482,264.8
1238.6,326.621,149.6
1239.6,326.738,125.7
1240.6,326.866,137.6
1241.6,326.990,132.9
1242.6,327.123,142.1
1243.6,327.245,131.5
1244.6,327.373,137.8
1245.6,327.630,275.8
1246.6,328.122,527.6
1247.6,328.557,466.3
1248.6,328.779,237.9
1249.6,328.907,137.8
1250.6,329.035,137.6
1251.6,329.164,137.8
1252.6,329.286,131.1
1253.6,329.420,143.9
1254.6,329.548,137.8
1255.6,329.689,151.3
1256.6,330.102,443.3
1257.6,330.578,510.4
1258.6,330.889,334.6
1259.6,331.076,200.4
1260.6,331.204,137.6
1261.6,331.333,137.8
1262.6,331.455,131.2
1263.6,331.577,131.3
1264.6,331.706,137.6
1265.6,331.834,137.8
1266.6,332.018,197.7
1267.6,332.552,572.8
1268.6,332.989,468.8
1269.6,333.234,262.9
1270.6,333.368,143.9
1271.6,333.497,137.8
1272.6,333.619,131.1
1273.6,333.747,137.8
1274.6,333.864,125.2
1275.6,333.998,143.9
1276.6,334.129,140.6
1277.6,334.450,344.9
1278.6,334.980,568.7
1279.6,335.327,372.2
1280.6,335.525,212.7
1281.6,335.653,137.8
1282.6,335.781,137.2
1283.6,335.904,131.5
1284.6,336.032,137.8
1285.6,336.161,137.6
1286.6,336.289,137.8
1287.6,336.444,167.0
1288.6,336.969,562.4
1289.6,337.461,528.5
1290.6,337.712,268.8
1291.6,337.846,144.2
1292.6,337.975,138.1
1293.6,338.105,140.1
1294.6,338.229,132.6
1295.6,338.359,139.7
1296.6,338.483,133.0
1297.6,338.621,148.4
1298.6,338.986,391.5
1299.6,339.500,551.7
1300.6,339.829,352.7
1301.6,340.010,194.0
1302.6,340.144,143.8
1303.6,340.272,137.6
1304.6,340.399,135.9
1305.6,340.528,138.5
1306.6,340.656,137.4
1307.6,340.779,132.5
1308.6,340.978,213.5
1309.6,341.490,548.9
1310.6,341.949,493.2
1311.6,342.194,262.9
1312.6,342.325,140.1
1313.6,342.459,143.9
1314.6,342.587,137.6
1315.6,342.720,142.1
1316.6,342.850,139.6
1317.6,342.978,137.4
1318.6,343.129,162.7
1319.6,343.598,502.8
1320.6,344.139,581.0
1321.6,344.381,259.3
1322.6,344.531,160.9
1323.6,344.663,142.0
1324.6,344.785,131.6
1325.6,344.914,137.8
1326.6,345.042,137.6
1327.6,345.170,137.5
1328.6,345.304,144.0
1329.6,345.610,328.1
1330.6,346.134,563.1
1331.6,346.508,401.5
1332.6,346.716,222.2
1333.6,346.850,143.9
1334.6,346.980,140.2
1335.6,347.112,141.3
1336.6,347.239,136.1
1337.6,347.363,132.8
1338.6,347.491,137.6
1339.6,347.635,154.8
1340.6,348.104,502.7
1341.6,348.618,552.0
1342.6,348.864,263.2
1343.6,349.018,165.4
1344.6,349.147,138.1
1345.6,349.275,137.5
1346.6,349.397,131.5
1347.6,349.528,140.4
1348.6,349.659,140.0
1349.6,349.794,145.0
1350.6,350.109,338.4
1351.6,350.655,585.1
1352.6,350.995,365.2
1353.6,351.188,207.4
1354.6,351.316,137.8
1355.6,351.446,139.6
1356.6,351.577,139.9
1357.6,351.707,139.3
1358.6,351.835,137.8
1359.6,351.963,137.6
1360.6,352.141,190.6
1361.6,352.670,567.0
1362.6,353.135,499.4
1363.6,353.375,257.6
1364.6,353.508,143.1
1365.6,353.642,143.9
1366.6,353.771,137.8
1367.6,353.899,137.4
1368.6,354.027,137.8
1369.6,354.158,140.3
1370.6,354.300,153.0
1371.6,354.694,423.1
1372.6,355.208,551.6
1373.6,355.510,324.1
1374.6,355.695,199.1
1375.6,355.824,138.3
1376.6,355.958,143.4
1377.6,356.080,131.3
1378.6,356.213,142.7
1379.6,356.342,139.1
1380.6,356.471,137.8
1381.6,356.705,251.8
1382.6,357.219,551.9
1383.6,357.654,467.0
1384.6,357.893,256.8
1385.6,358.022,137.8
1386.6,358.150,137.9
1387.6,358.278,137.5
1388.6,358.406,137.8
1389.6,358.541,144.0
1390.6,358.669,137.6
1391.6,358.815,156.7
1392.6,359.274,493.2
1393.6,359.805,570.1
1394.6,360.051,264.5
1395.6,360.209,169.0
1396.6,360.337,137.8
1397.6,360.471,143.8
1398.6,360.594,131.5
1399.6,360.722,137.9
1400.6,360.850,137.6
1401.6,360.978,137.9
1402.6,361.247,288.0
1403.6,361.751,541.1
1404.6,362.162,441.2
1405.6,362.384,238.5
1406.6,362.512,137.8
1407.6,362.641,138.1
1408.6,362.775,143.4
1409.6,362.900,135.1
1410.6,363.031,140.4
1411.6,363.160,137.6
1412.6,363.300,150.7
1413.6,363.759,492.3
1414.6,364.299,579.7
1415.6,364.540,258.5
1416.7,364.693,164.2
1417.7,364.821,137.5
1418.7,364.949,137.8
1419.7,365.072,131.6
1420.7,365.200,137.6
1421.7,365.328,137.6
1422.7,365.462,143.7
1423.7,365.751,309.5
1424.7,366.249,535.3
1425.7,366.635,413.5
1426.7,366.845,225.4
1427.7,366.967,131.2
1428.7,367.095,137.6
1429.7,367.224,137.8
1430.7,367.346,131.5
1431.7,367.477,140.8
1432.7,367.607,138.7
1433.7,367.754,158.5
1434.7,368.197,475.1
1435.7,368.727,568.7
1436.7,368.985,277.0
1437.7,369.142,168.8
1438.7,369.276,143.9
1439.7,369.405,137.6
1440.7,369.533,137.8
1441.7,369.662,138.5
1442.7,369.795,142.7
1443.7,369.927,142.1
1444.7,370.248,343.8
1445.7,370.776,566.9
1446.7,371.142,393.0
1447.7,371.341,213.1
1448.7,371.469,137.6
1449.7,371.599,139.1
1450.7,371.731,142.6
1451.7,371.859,136.7
1452.7,371.984,133.8
1453.7,372.116,142.3
1454.7,372.272,166.6
1455.7,372.809,577.5
1456.7,373.282,507.6
1457.7,373.533,269.2
1458.7,373.667,144.0
1459.7,373.797,138.8
1460.7,373.930,142.7
1461.7,374.052,131.5
1462.7,374.186,143.8
1463.7,374.314,137.6
1464.7,374.454,150.2
1465.7,374.827,400.0
1466.7,375.358,570.3
1467.7,375.671,336.3
1468.7,375.854,195.7
1469.7,375.988,143.9
1470.7,376.116,137.6
1471.7,376.245,137.8
1472.7,376.373,137.5
1473.7,376.499,135.5
1474.7,376.623,133.4
1475.7,376.839,231.5
1476.7,377.345,542.6
1477.7,377.790,477.8
1478.7,378.023,250.3
1479.7,378.157,144.0
1480.7,378.285,137.6
1481.7,378.408,131.5
1482.7,378.535,137.0
1483.7,378.669,143.9
1484.7,378.804,144.0
1485.7,378.880,81.3
1486.7,379.091,226.9
1487.7,379.606,552.4
1488.7,380.036,461.6
1489.7,380.262,242.0
1490.7,380.390,137.8
1491.7,380.524,143.9
1492.7,380.646,131.2
1493.7,380.774,136.8
1494.7,380.898,132.9
1495.7,381.031,143.3
1496.7,381.171,150.2
1497.7,381.575,433.3
1498.7,382.104,567.6
1499.7,382.392,309.1
1500.7,382.565,185.3
1501.7,382.696,140.9
1502.7,382.827,140.4
1503.7,382.952,134.5
1504.7,383.084,141.0
1505.7,383.212,137.6
1506.7,383.340,137.6
1507.7,383.609,288.8
1508.7,384.144,573.7
1509.7,384.546,431.5
1510.7,384.746,214.7
1511.7,384.874,137.6
1512.7,385.002,137.4
1513.7,385.131,137.8
1514.7,385.259,137.5
1515.7,385.387,137.6
1516.7,385.516,137.9
1517.7,385.661,156.2
1518.7,386.101,471.5
1519.7,386.650,590.1
1520.7,387.150,536.2
1521.7,387.511,387.1
1522.7,387.657,156.8
1523.7,387.790,142.2
1524.7,387.918,137.6
1525.7,388.052,143.9
1526.7,388.175,131.7
1527.7,388.303,137.1
1528.7,388.431,137.6
1529.7,388.589,169.1
1530.7,389.122,572.4
1531.7,389.604,517.6
1532.7,389.854,268.3
1533.7,389.988,143.9
1534.7,390.117,137.6
1535.7,390.245,137.6
1536.7,390.373,137.8
1537.7,390.501,137.5
1538.7,390.635,144.0
1539.7,390.772,146.3
1540.7,391.135,390.5
1541.7,391.664,567.9
1542.7,391.973,331.4
1543.7,392.155,195.0
1544.7,392.285,140.0
1545.7,392.414,137.8
1546.7,392.536,131.5
1547.7,392.664,137.5
1548.7,392.793,137.8
1549.7,392.915,131.5
1550.7,393.087,184.8
1551.7,393.591,540.4
1552.7,394.080,524.3
1553.7,394.328,266.2
1554.7,394.461,142.6
1555.7,394.589,137.5
1556.7,394.723,144.0
1557.7,394.846,131.5
1558.7,394.974,137.8
1559.7,395.108,143.9
1560.7,395.248,149.9
1561.7,395.585,362.4
1562.7,395.841,274.3
1563.7,395.965,133.0
1564.7,396.096,140.0
1565.7,396.227,141.6
1566.7,396.352,133.4
1567.7,396.484,141.8
1568.7,396.612,137.8
1569.7,396.755,153.2
1570.7,397.106,376.6
1571.7,397.645,578.9
1572.7,397.929,304.7
1573.7,398.081,163.1
1574.7,398.111,32.0
1575.7,398.244,142.6
1576.7,398.372,137.8
1577.7,398.486,121.5
1578.7,398.541,59.5
1579.7,398.681,150.2
1580.7,399.107,457.0
1581.7,399.564,490.3
1582.7,400.108,583.6
